order_id,customer_id,order_date,status
125,749,2025-05-12,Cancelled
126,654,2025-11-14,Cancelled
127,523,2025-10-16,Cancelled
128,89,2025-05-02,Delivered
129,229,2026-02-01,Cancelled
130,920,2025-11-03,Delivered
131,964,2025-11-18,Cancelled
132,656,2025-04-20,Cancelled
133,809,2025-03-12,Shipped
134,675,2025-03-12,Cancelled
135,230,2025-03-17,Cancelled
136,720,2025-03-27,Delivered
137,617,2026-02-03,Shipped
138,436,2025-12-02,Delivered
139,406,2025-05-31,Cancelled
140,353,2025-07-06,Cancelled
141,532,2025-08-06,Cancelled
142,871,2025-09-05,Shipped
143,49,2026-03-05,Delivered
144,626,2026-01-06,Shipped
145,253,2025-12-17,Shipped
146,100,2025-06-02,Delivered
147,252,2026-01-18,Delivered
148,929,2025-04-15,Shipped
149,995,2025-10-15,Shipped
150,821,2025-04-03,Shipped
151,765,2025-05-09,Shipped
152,685,2025-06-09,Shipped
153,21,2025-04-20,Delivered
154,822,2025-11-03,Delivered
155,981,2025-11-09,Shipped
156,730,2025-10-04,Shipped
157,549,2026-01-07,Shipped
158,949,2025-05-14,Delivered
159,132,2025-06-01,Shipped
160,917,2025-08-22,Cancelled
161,755,2026-03-05,Shipped
162,1,2026-02-05,Cancelled
163,82,2025-03-20,Delivered
164,103,2025-10-20,Delivered
165,458,2025-06-16,Delivered
166,704,2025-04-11,Cancelled
167,268,2026-02-05,Delivered
168,2,2025-04-28,Delivered
169,182,2025-07-05,Cancelled
170,490,2025-03-14,Delivered
171,150,2025-11-14,Delivered
172,769,2025-07-11,Cancelled
173,420,2025-06-23,Shipped
174,973,2025-05-18,Cancelled
175,218,2025-03-21,Delivered
176,636,2025-05-24,Cancelled
177,329,2025-10-16,Cancelled
178,171,2026-03-05,Shipped
179,632,2025-07-04,Shipped
180,442,2025-07-25,Cancelled
181,780,2025-06-23,Shipped
182,187,2025-12-29,Shipped
183,543,2025-03-28,Delivered
184,155,2026-02-01,Delivered
185,438,2025-08-15,Delivered
186,920,2025-06-15,Cancelled
187,919,2025-09-21,Cancelled
188,957,2025-08-12,Shipped
189,932,2026-03-06,Shipped
190,511,2025-05-23,Shipped
191,193,2026-01-20,Delivered
192,369,2025-06-14,Shipped
193,669,2025-05-31,Cancelled
194,332,2025-07-31,Delivered
195,768,2025-07-27,Cancelled
196,770,2025-11-17,Cancelled
197,597,2025-12-16,Shipped
198,56,2026-03-01,Delivered
199,201,2025-11-21,Cancelled
200,498,2025-03-27,Shipped
201,928,2025-09-16,Shipped
202,648,2025-12-09,Delivered
203,47,2025-05-22,Delivered
204,402,2026-01-14,Cancelled
205,352,2026-02-09,Delivered
206,299,2025-12-30,Shipped
207,443,2025-08-17,Shipped
208,24,2026-01-31,Shipped
209,561,2025-06-01,Shipped
210,557,2025-10-20,Cancelled
211,293,2025-08-09,Shipped
212,453,2025-04-19,Cancelled
213,632,2025-05-24,Cancelled
214,896,2025-08-06,Cancelled
215,738,2025-09-24,Shipped
216,524,2025-06-20,Cancelled
217,220,2025-05-17,Cancelled
218,518,2026-02-13,Delivered
219,375,2025-09-27,Shipped
220,654,2025-12-22,Shipped
221,260,2025-10-23,Cancelled
222,712,2025-10-21,Delivered
223,120,2025-09-16,Shipped
224,562,2025-03-19,Delivered
225,834,2025-05-15,Delivered
226,993,2026-02-25,Shipped
227,369,2025-05-12,Cancelled
228,612,2026-02-24,Shipped
229,817,2026-02-15,Delivered
230,839,2025-08-30,Cancelled
231,877,2025-04-28,Delivered
232,508,2026-02-08,Shipped
233,922,2025-09-21,Shipped
234,266,2025-07-26,Shipped
235,991,2025-09-02,Cancelled
236,765,2026-02-26,Cancelled
237,708,2026-02-06,Delivered
238,398,2025-05-21,Cancelled
239,632,2025-08-22,Cancelled
240,205,2025-07-07,Cancelled
241,371,2026-01-18,Delivered
242,377,2025-08-18,Cancelled
243,819,2025-12-02,Shipped
244,208,2025-07-27,Shipped
245,337,2025-05-24,Cancelled
246,611,2025-03-29,Delivered
247,862,2025-07-21,Delivered
248,213,2025-03-24,Delivered
249,783,2025-11-12,Shipped
250,534,2025-12-31,Shipped
251,960,2025-09-04,Cancelled
252,797,2025-06-07,Delivered
253,869,2025-09-22,Cancelled
254,79,2025-06-30,Delivered
255,8,2025-10-12,Delivered
256,814,2026-02-26,Delivered
257,398,2025-07-30,Cancelled
258,509,2025-10-31,Delivered
259,184,2025-07-04,Cancelled
260,108,2025-10-07,Delivered
261,933,2025-12-04,Delivered
262,725,2025-12-05,Delivered
263,708,2025-05-15,Shipped
264,533,2025-12-16,Cancelled
265,842,2026-01-29,Delivered
266,9,2026-03-11,Shipped
267,182,2025-05-25,Shipped
268,460,2025-06-23,Shipped
269,212,2025-06-08,Delivered
270,579,2025-07-29,Cancelled
271,580,2026-01-11,Delivered
272,912,2025-12-14,Delivered
273,976,2025-05-29,Cancelled
274,298,2025-12-30,Cancelled
275,109,2025-09-02,Shipped
276,10,2026-02-04,Cancelled
277,610,2025-06-21,Delivered
278,679,2025-06-04,Cancelled
279,382,2026-02-25,Shipped
280,534,2026-02-26,Cancelled
281,192,2025-05-13,Delivered
282,717,2025-05-07,Shipped
283,179,2026-01-21,Shipped
284,770,2025-10-14,Delivered
285,174,2026-01-11,Cancelled
286,689,2025-07-14,Shipped
287,359,2025-08-18,Delivered
288,922,2025-07-24,Delivered
289,135,2025-09-01,Cancelled
290,809,2025-07-05,Shipped
291,367,2026-01-13,Cancelled
292,845,2025-04-17,Cancelled
293,7,2025-10-06,Cancelled
294,932,2025-11-20,Cancelled
295,258,2025-10-31,Cancelled
296,383,2025-05-03,Cancelled
297,438,2025-08-09,Cancelled
298,661,2025-05-15,Delivered
299,727,2025-10-17,Cancelled
300,583,2025-08-23,Delivered
301,95,2025-08-21,Delivered
302,52,2025-12-28,Shipped
303,150,2025-09-16,Delivered
304,384,2025-09-05,Delivered
305,585,2025-04-03,Delivered
306,843,2025-07-07,Delivered
307,953,2026-01-29,Cancelled
308,515,2025-07-03,Cancelled
309,567,2025-12-31,Delivered
310,682,2026-02-09,Cancelled
311,997,2026-02-02,Cancelled
312,470,2025-09-07,Delivered
313,462,2025-08-30,Cancelled
314,631,2025-05-31,Cancelled
315,904,2025-08-13,Cancelled
316,772,2025-09-24,Delivered
317,576,2025-12-20,Shipped
318,23,2025-12-19,Cancelled
319,788,2025-04-10,Shipped
320,825,2025-09-07,Delivered
321,105,2025-06-10,Shipped
322,573,2025-12-05,Delivered
323,790,2025-08-18,Shipped
324,643,2026-02-18,Delivered
325,567,2026-01-21,Delivered
326,721,2025-08-02,Delivered
327,785,2025-03-25,Delivered
328,213,2025-04-21,Cancelled
329,932,2025-09-16,Delivered
330,864,2025-05-06,Delivered
331,95,2025-12-05,Cancelled
332,772,2026-02-14,Shipped
333,914,2025-07-18,Delivered
334,503,2025-10-26,Shipped
335,528,2025-09-15,Cancelled
336,565,2026-02-16,Shipped
337,415,2025-06-13,Delivered
338,149,2025-09-03,Shipped
339,166,2025-09-12,Shipped
340,464,2025-07-01,Delivered
341,574,2026-01-16,Delivered
342,540,2025-08-22,Cancelled
343,793,2025-11-17,Cancelled
344,71,2025-06-21,Cancelled
345,567,2025-12-04,Shipped
346,515,2025-03-31,Shipped
347,736,2025-10-26,Delivered
348,121,2025-11-05,Shipped
349,285,2026-02-21,Delivered
350,858,2025-12-11,Delivered
351,881,2026-03-02,Cancelled
352,449,2025-07-06,Delivered
353,669,2026-01-09,Cancelled
354,657,2025-05-19,Shipped
355,803,2025-09-18,Delivered
356,373,2025-12-03,Shipped
357,757,2025-08-18,Shipped
358,345,2025-07-01,Cancelled
359,846,2026-02-16,Shipped
360,4,2026-01-19,Cancelled
361,677,2025-04-21,Delivered
362,797,2026-02-08,Delivered
363,11,2025-11-28,Cancelled
364,709,2025-11-25,Cancelled
365,442,2025-03-20,Shipped
366,533,2025-04-07,Delivered
367,294,2025-05-01,Delivered
368,329,2025-06-04,Delivered
369,723,2025-04-06,Cancelled
370,517,2025-11-12,Delivered
371,802,2025-04-13,Delivered
372,591,2025-12-28,Shipped
373,663,2025-06-30,Shipped
374,811,2025-09-13,Shipped
375,44,2025-12-17,Cancelled
376,159,2026-01-11,Shipped
377,49,2025-09-24,Shipped
378,698,2025-11-17,Delivered
379,658,2025-07-20,Cancelled
380,476,2026-02-10,Delivered
381,320,2025-04-02,Cancelled
382,195,2025-11-12,Delivered
383,520,2025-03-29,Shipped
384,607,2026-01-12,Delivered
385,587,2026-01-02,Delivered
386,216,2025-07-14,Delivered
387,740,2025-06-02,Delivered
388,201,2025-09-25,Cancelled
389,771,2025-05-10,Delivered
390,244,2025-11-11,Cancelled
391,995,2025-11-25,Cancelled
392,766,2025-09-30,Delivered
393,223,2025-12-11,Shipped
394,51,2025-04-27,Cancelled
395,20,2025-12-01,Delivered
396,546,2025-12-30,Delivered
397,814,2026-02-09,Cancelled
398,143,2025-07-17,Cancelled
399,182,2025-08-07,Shipped
400,763,2026-01-29,Cancelled
401,241,2025-07-14,Cancelled
402,891,2025-12-11,Delivered
403,345,2025-07-12,Shipped
404,911,2026-01-09,Shipped
405,488,2025-11-24,Delivered
406,468,2025-09-25,Delivered
407,729,2025-07-27,Shipped
408,648,2025-08-17,Cancelled
409,692,2026-01-20,Delivered
410,418,2025-03-31,Delivered
411,866,2025-10-15,Cancelled
412,544,2025-06-20,Delivered
413,485,2025-11-01,Shipped
414,857,2026-03-06,Delivered
415,204,2025-05-03,Shipped
416,785,2026-01-17,Delivered
417,600,2026-01-20,Shipped
418,79,2025-04-25,Cancelled
419,958,2025-12-19,Shipped
420,589,2025-04-04,Shipped
421,17,2025-12-16,Delivered
422,980,2026-01-08,Shipped
423,216,2026-01-01,Delivered
424,996,2025-04-13,Delivered
425,519,2025-07-19,Shipped
426,71,2025-09-12,Cancelled
427,511,2025-10-17,Cancelled
428,293,2025-07-17,Delivered
429,653,2025-08-05,Cancelled
430,856,2026-01-31,Cancelled
431,729,2025-08-27,Delivered
432,144,2025-11-15,Cancelled
433,202,2025-03-15,Cancelled
434,169,2025-03-12,Delivered
435,941,2025-12-17,Delivered
436,985,2025-03-25,Shipped
437,796,2025-10-05,Cancelled
438,219,2026-01-11,Shipped
439,791,2025-06-08,Cancelled
440,511,2026-02-03,Cancelled
441,777,2025-04-17,Shipped
442,901,2025-08-19,Delivered
443,400,2025-09-18,Shipped
444,984,2025-08-07,Cancelled
445,711,2025-07-30,Cancelled
446,287,2025-06-22,Shipped
447,434,2025-05-27,Shipped
448,714,2025-11-04,Cancelled
449,962,2025-08-10,Cancelled
450,920,2026-01-20,Cancelled
451,953,2025-10-03,Delivered
452,521,2025-07-18,Cancelled
453,784,2025-08-29,Shipped
454,898,2025-11-13,Cancelled
455,313,2025-10-20,Delivered
456,762,2025-05-11,Shipped
457,642,2025-06-05,Delivered
458,446,2025-05-13,Cancelled
459,727,2025-05-07,Shipped
460,712,2025-04-10,Delivered
461,538,2025-06-10,Delivered
462,558,2025-12-31,Cancelled
463,441,2025-03-17,Delivered
464,677,2026-02-21,Delivered
465,798,2025-07-27,Shipped
466,120,2025-08-10,Cancelled
467,598,2025-08-22,Cancelled
468,708,2025-05-10,Delivered
469,897,2025-06-23,Shipped
470,129,2026-03-11,Cancelled
471,536,2025-07-10,Cancelled
472,741,2026-01-10,Cancelled
473,274,2025-08-11,Shipped
474,688,2025-11-20,Shipped
475,737,2025-07-07,Cancelled
476,857,2025-03-23,Cancelled
477,528,2025-05-21,Delivered
478,612,2025-04-03,Cancelled
479,180,2025-08-16,Cancelled
480,378,2025-09-20,Delivered
481,818,2025-04-13,Cancelled
482,361,2025-07-25,Cancelled
483,504,2026-02-18,Cancelled
484,275,2025-05-27,Cancelled
485,877,2025-07-18,Delivered
486,355,2025-05-14,Cancelled
487,641,2025-08-06,Cancelled
488,474,2025-06-20,Delivered
489,404,2025-12-29,Shipped
490,186,2026-01-09,Delivered
491,114,2026-02-21,Cancelled
492,391,2025-09-30,Delivered
493,382,2026-03-12,Delivered
494,591,2025-05-27,Shipped
495,410,2025-05-02,Delivered
496,520,2026-01-21,Cancelled
497,636,2025-08-11,Shipped
498,688,2025-11-09,Cancelled
499,158,2025-08-27,Shipped
500,908,2025-11-09,Shipped
501,411,2026-02-25,Delivered
502,226,2025-09-23,Delivered
503,1000,2025-07-19,Cancelled
504,916,2025-10-05,Shipped
505,467,2025-06-28,Shipped
506,14,2025-03-29,Cancelled
507,486,2025-10-16,Shipped
508,339,2026-01-23,Cancelled
509,273,2025-07-16,Shipped
510,219,2025-05-06,Delivered
511,895,2025-03-27,Cancelled
512,16,2025-06-15,Cancelled
513,611,2025-07-16,Shipped
514,907,2025-12-15,Shipped
515,171,2026-02-13,Delivered
516,881,2026-01-30,Shipped
517,274,2025-10-05,Delivered
518,819,2025-11-10,Cancelled
519,334,2025-03-27,Delivered
520,964,2025-05-01,Delivered
521,170,2025-12-06,Shipped
522,491,2025-12-16,Cancelled
523,82,2025-03-13,Cancelled
524,135,2025-09-21,Shipped
525,955,2026-03-01,Shipped
526,138,2025-09-15,Cancelled
527,753,2025-11-17,Shipped
528,959,2025-03-12,Shipped
529,454,2026-03-09,Delivered
530,385,2025-09-12,Delivered
531,452,2025-07-11,Cancelled
532,89,2025-05-31,Shipped
533,490,2025-10-11,Delivered
534,660,2026-01-27,Delivered
535,998,2026-02-16,Cancelled
536,506,2026-03-01,Delivered
537,453,2025-12-09,Shipped
538,645,2026-02-21,Cancelled
539,854,2026-01-01,Shipped
540,1000,2026-01-29,Shipped
541,144,2025-05-22,Delivered
542,974,2025-12-27,Shipped
543,881,2026-02-06,Shipped
544,126,2025-09-01,Shipped
545,456,2025-09-21,Shipped
546,663,2025-12-23,Cancelled
547,46,2025-07-14,Shipped
548,81,2025-12-01,Delivered
549,207,2025-08-10,Delivered
550,278,2025-10-17,Delivered
551,284,2025-07-14,Cancelled
552,859,2025-06-29,Delivered
553,931,2025-05-25,Shipped
554,874,2026-03-02,Delivered
555,743,2025-10-29,Shipped
556,210,2025-05-16,Delivered
557,61,2025-04-25,Cancelled
558,930,2025-12-05,Shipped
559,315,2026-02-20,Shipped
560,254,2026-01-28,Delivered
561,193,2026-02-18,Cancelled
562,501,2025-08-17,Shipped
563,726,2025-04-16,Cancelled
564,986,2026-01-31,Shipped
565,656,2025-06-23,Shipped
566,616,2025-07-24,Cancelled
567,271,2025-09-23,Shipped
568,838,2025-06-24,Shipped
569,766,2025-09-16,Cancelled
570,90,2025-04-14,Cancelled
571,625,2025-06-26,Shipped
572,732,2025-08-18,Delivered
573,466,2025-08-13,Shipped
574,926,2025-05-25,Shipped
575,782,2025-06-11,Delivered
576,559,2025-10-19,Shipped
577,603,2025-12-15,Delivered
578,781,2025-04-03,Cancelled
579,766,2026-01-09,Cancelled
580,714,2025-06-28,Cancelled
581,36,2025-05-30,Shipped
582,589,2025-03-19,Delivered
583,723,2026-03-05,Delivered
584,677,2025-03-24,Cancelled
585,769,2025-06-05,Cancelled
586,178,2025-12-02,Delivered
587,638,2026-01-23,Cancelled
588,409,2026-01-16,Delivered
589,487,2026-02-04,Delivered
590,842,2026-02-18,Shipped
591,193,2025-05-05,Cancelled
592,581,2025-12-10,Shipped
593,454,2026-01-13,Shipped
594,464,2025-12-11,Delivered
595,98,2025-04-03,Shipped
596,306,2025-05-17,Delivered
597,249,2025-08-16,Cancelled
598,222,2025-03-24,Cancelled
599,451,2025-08-05,Delivered
600,882,2025-07-09,Shipped
601,808,2025-04-20,Shipped
602,542,2025-04-25,Delivered
603,75,2026-02-24,Cancelled
604,705,2026-01-18,Cancelled
605,102,2025-09-10,Cancelled
606,819,2025-10-19,Shipped
607,653,2025-04-24,Shipped
608,567,2026-02-09,Delivered
609,19,2026-03-10,Delivered
610,716,2025-08-06,Delivered
611,464,2025-06-18,Shipped
612,5,2025-03-31,Cancelled
613,410,2025-12-20,Delivered
614,929,2025-07-29,Delivered
615,726,2025-09-19,Shipped
616,794,2025-09-24,Cancelled
617,593,2026-01-21,Delivered
618,877,2025-05-30,Delivered
619,33,2025-07-07,Cancelled
620,848,2025-07-31,Delivered
621,183,2026-03-05,Shipped
622,695,2025-10-18,Cancelled
623,404,2026-01-02,Shipped
624,528,2025-10-18,Cancelled
625,287,2025-07-28,Shipped
626,378,2025-07-02,Shipped
627,755,2025-12-13,Shipped
628,957,2025-12-06,Shipped
629,261,2025-10-13,Delivered
630,985,2025-05-05,Shipped
631,743,2025-12-29,Shipped
632,100,2025-07-25,Shipped
633,929,2026-01-09,Shipped
634,175,2026-02-23,Shipped
635,717,2025-07-26,Shipped
636,888,2025-06-23,Cancelled
637,154,2025-11-17,Shipped
638,620,2025-10-07,Delivered
639,519,2026-01-07,Cancelled
640,215,2026-01-13,Delivered
641,277,2025-10-20,Delivered
642,557,2025-04-09,Shipped
643,849,2025-09-01,Delivered
644,59,2025-04-11,Shipped
645,11,2025-04-11,Cancelled
646,841,2025-05-14,Shipped
647,343,2025-07-18,Shipped
648,769,2025-09-23,Cancelled
649,265,2025-07-14,Shipped
650,13,2025-09-20,Delivered
651,188,2025-10-01,Cancelled
652,669,2025-10-15,Shipped
653,747,2026-01-03,Cancelled
654,503,2025-07-28,Shipped
655,746,2026-01-26,Cancelled
656,876,2026-02-17,Cancelled
657,500,2025-10-21,Shipped
658,422,2025-06-05,Cancelled
659,786,2026-01-06,Delivered
660,959,2025-03-25,Delivered
661,809,2025-05-26,Delivered
662,612,2025-11-17,Delivered
663,467,2025-07-02,Shipped
664,849,2026-02-14,Delivered
665,905,2026-01-04,Shipped
666,961,2025-10-17,Shipped
667,329,2025-08-27,Shipped
668,882,2025-07-06,Cancelled
669,759,2026-01-05,Cancelled
670,411,2025-12-29,Shipped
671,216,2026-02-15,Cancelled
672,288,2025-11-28,Cancelled
673,119,2026-01-19,Cancelled
674,284,2026-01-17,Cancelled
675,749,2025-10-01,Cancelled
676,398,2025-12-14,Shipped
677,868,2025-04-22,Delivered
678,503,2025-08-07,Shipped
679,948,2025-09-12,Shipped
680,788,2026-01-23,Cancelled
681,69,2026-03-11,Cancelled
682,332,2025-09-20,Cancelled
683,749,2025-09-18,Shipped
684,184,2025-07-04,Shipped
685,178,2026-02-02,Delivered
686,667,2025-07-16,Shipped
687,734,2025-12-21,Delivered
688,435,2025-04-04,Cancelled
689,902,2025-06-21,Cancelled
690,257,2025-04-22,Shipped
691,198,2025-09-04,Cancelled
692,908,2025-07-13,Cancelled
693,336,2026-01-13,Cancelled
694,660,2025-08-10,Shipped
695,964,2025-10-06,Delivered
696,741,2025-07-28,Shipped
697,271,2026-01-03,Cancelled
698,63,2025-11-07,Cancelled
699,638,2025-04-06,Shipped
700,827,2025-06-29,Cancelled
701,317,2025-05-12,Shipped
702,656,2025-05-05,Shipped
703,546,2025-05-18,Cancelled
704,44,2026-01-16,Cancelled
705,930,2026-02-05,Cancelled
706,271,2026-02-21,Delivered
707,83,2025-03-19,Shipped
708,762,2025-12-07,Shipped
709,439,2025-03-17,Delivered
710,445,2025-08-22,Shipped
711,740,2025-03-25,Delivered
712,207,2026-02-28,Cancelled
713,152,2025-12-12,Cancelled
714,48,2025-05-12,Cancelled
715,861,2025-10-13,Delivered
716,46,2025-10-20,Cancelled
717,60,2025-09-09,Delivered
718,80,2025-04-10,Delivered
719,454,2025-12-20,Cancelled
720,198,2025-12-22,Delivered
721,518,2026-03-08,Cancelled
722,765,2025-11-29,Shipped
723,647,2025-11-20,Shipped
724,364,2025-10-17,Delivered
725,399,2025-06-01,Shipped
726,182,2025-09-28,Shipped
727,184,2025-07-28,Delivered
728,64,2025-07-31,Cancelled
729,832,2026-01-19,Cancelled
730,728,2025-04-23,Delivered
731,528,2025-09-15,Cancelled
732,585,2025-07-16,Shipped
733,859,2025-12-16,Delivered
734,500,2025-12-22,Shipped
735,434,2025-05-29,Delivered
736,56,2025-07-30,Delivered
737,19,2025-11-07,Cancelled
738,844,2025-08-15,Shipped
739,309,2025-10-30,Cancelled
740,863,2026-01-06,Delivered
741,954,2025-12-22,Cancelled
742,275,2025-11-14,Cancelled
743,640,2025-07-01,Cancelled
744,228,2025-04-19,Delivered
745,114,2025-09-05,Shipped
746,585,2025-06-25,Cancelled
747,508,2025-12-18,Delivered
748,606,2025-11-14,Delivered
749,131,2026-02-22,Shipped
750,730,2025-08-03,Delivered
751,32,2025-11-25,Delivered
752,422,2025-12-08,Cancelled
753,612,2025-10-23,Cancelled
754,289,2025-10-08,Shipped
755,365,2025-06-24,Cancelled
756,475,2025-12-15,Cancelled
757,981,2025-04-11,Shipped
758,930,2025-12-25,Shipped
759,960,2026-02-11,Shipped
760,534,2026-01-05,Cancelled
761,161,2025-05-04,Delivered
762,807,2025-08-20,Cancelled
763,174,2025-03-22,Shipped
764,170,2025-06-01,Delivered
765,605,2025-08-12,Cancelled
766,747,2026-03-09,Cancelled
767,62,2026-03-05,Shipped
768,726,2025-08-18,Cancelled
769,541,2025-07-31,Cancelled
770,860,2025-08-05,Cancelled
771,83,2025-04-06,Delivered
772,74,2025-08-23,Delivered
773,805,2025-08-09,Cancelled
774,840,2025-10-21,Delivered
775,541,2025-10-16,Cancelled
776,183,2025-03-20,Cancelled
777,967,2025-08-28,Delivered
778,860,2025-07-18,Shipped
779,141,2026-01-02,Shipped
780,457,2025-11-05,Cancelled
781,181,2025-08-05,Delivered
782,459,2025-04-27,Cancelled
783,885,2025-09-19,Cancelled
784,143,2025-09-26,Shipped
785,627,2025-07-11,Delivered
786,680,2026-01-16,Shipped
787,293,2026-01-25,Shipped
788,879,2025-04-24,Shipped
789,394,2026-03-08,Shipped
790,29,2025-07-17,Delivered
791,799,2025-07-29,Shipped
792,966,2025-05-21,Delivered
793,77,2025-11-04,Cancelled
794,498,2026-01-03,Delivered
795,872,2026-01-03,Shipped
796,52,2025-04-15,Shipped
797,405,2026-02-10,Delivered
798,831,2025-04-16,Shipped
799,371,2025-10-31,Shipped
800,287,2025-06-01,Delivered
801,581,2025-12-25,Cancelled
802,829,2026-02-14,Shipped
803,569,2025-04-11,Cancelled
804,365,2025-05-12,Shipped
805,561,2025-08-25,Delivered
806,51,2025-12-29,Cancelled
807,977,2025-09-16,Cancelled
808,311,2025-12-23,Cancelled
809,306,2025-12-12,Delivered
810,612,2025-11-23,Shipped
811,721,2025-05-18,Shipped
812,918,2025-08-04,Delivered
813,270,2025-11-09,Delivered
814,969,2026-01-02,Shipped
815,25,2025-12-05,Delivered
816,200,2026-02-23,Shipped
817,178,2026-02-09,Shipped
818,421,2026-02-22,Cancelled
819,359,2026-02-22,Shipped
820,659,2025-04-26,Shipped
821,603,2025-08-31,Cancelled
822,191,2025-11-26,Cancelled
823,271,2025-12-23,Delivered
824,221,2025-06-03,Cancelled
825,990,2025-07-12,Delivered
826,664,2025-04-18,Delivered
827,64,2025-11-15,Shipped
828,607,2025-07-28,Shipped
829,428,2026-02-12,Shipped
830,991,2025-05-13,Delivered
831,972,2025-11-05,Delivered
832,142,2025-09-29,Shipped
833,940,2025-06-03,Delivered
834,894,2026-01-13,Cancelled
835,458,2025-08-28,Delivered
836,245,2025-10-15,Shipped
837,155,2025-08-28,Shipped
838,738,2025-06-12,Shipped
839,609,2025-12-09,Cancelled
840,557,2026-01-29,Delivered
841,540,2026-03-02,Cancelled
842,18,2025-09-24,Shipped
843,298,2026-01-28,Shipped
844,692,2025-12-25,Delivered
845,803,2026-03-05,Delivered
846,710,2025-09-11,Cancelled
847,66,2025-06-29,Shipped
848,923,2026-02-21,Delivered
849,594,2025-06-08,Shipped
850,359,2025-11-14,Shipped
851,458,2025-06-14,Delivered
852,900,2026-03-04,Cancelled
853,157,2026-02-25,Shipped
854,981,2025-07-19,Cancelled
