order_item_id,order_id,product_id,quantity,unit_price
83,4649,18,2,1926.3
84,9585,14,5,3199.17
85,5880,47,5,2892.04
86,3554,28,1,878.29
87,8727,1,1,794.04
88,2715,32,2,3261.6
89,8411,12,1,2083.43
90,4782,39,4,2384.61
91,8105,19,1,3622.69
92,3135,13,3,2355.33
93,9516,20,3,2445.26
94,1597,33,4,2985.55
95,7433,21,5,2088.41
96,2846,45,2,3073.86
97,1339,33,3,4652.29
98,4877,28,4,864.88
99,2941,9,3,702.09
100,5011,32,5,466.29
101,2551,46,3,4844.62
102,3849,45,2,4201.44
103,5866,15,1,205.3
104,2407,31,1,4462.42
105,7180,23,5,1938.0
106,4154,44,4,4434.84
107,3385,2,5,1946.75
108,2631,46,1,1489.98
109,4070,28,4,1708.96
110,6596,4,5,4092.13
111,4755,46,3,4228.45
112,6227,14,3,1256.62
113,6680,18,1,673.23
114,1883,17,1,4614.53
115,7156,2,5,1695.85
116,8247,46,5,1264.85
117,8102,10,5,3305.3
118,6736,38,3,4989.14
119,6023,33,4,1933.04
120,3224,45,4,3225.65
121,1127,38,5,1679.03
122,412,31,4,1368.11
123,7192,13,4,3651.65
124,3161,17,1,2090.47
125,6388,13,3,4478.53
126,6658,22,3,4854.23
127,7035,3,2,4342.34
128,3581,29,1,3180.79
129,6409,38,3,1067.63
130,8862,24,5,4433.67
131,8528,2,1,4063.38
132,506,3,2,3525.7
133,5569,6,5,164.57
134,4380,46,3,886.8
135,5320,39,3,2434.73
136,7730,35,3,1790.86
137,4946,36,5,4627.55
138,6667,30,5,578.21
139,6755,20,3,3481.33
140,6500,46,2,4500.65
141,2643,10,5,891.6
142,4423,48,2,923.28
143,5430,15,1,2287.07
144,6922,30,2,2316.23
145,8739,9,1,2492.58
146,2781,48,1,3069.79
147,6778,46,5,4596.76
148,8308,20,2,982.99
149,3360,37,4,4761.79
150,9023,17,4,4693.16
151,2644,6,5,410.24
152,5586,25,4,4374.61
153,3591,36,4,581.69
154,5402,7,3,3927.34
155,7781,20,1,4185.52
156,6656,38,2,1903.47
157,8070,40,2,1426.14
158,7081,36,3,327.81
159,8298,46,4,868.55
160,8233,5,3,3477.3
161,3491,39,4,4271.0
162,8577,8,4,3870.01
163,13,18,3,1517.58
164,5027,20,1,3271.66
165,497,7,2,963.37
166,9750,5,5,934.51
167,9373,48,5,1562.45
168,825,45,5,1281.93
169,5755,7,4,1626.41
170,8878,27,5,3658.09
171,3709,43,3,3367.4
172,7051,43,2,600.16
173,7507,29,1,109.07
174,8145,4,5,3514.08
175,3963,30,2,2674.64
176,3030,9,4,4113.84
177,9888,10,2,2409.2
178,697,4,4,1034.95
179,9302,4,4,3144.63
180,1884,8,2,4537.27
181,9631,5,2,3765.67
182,5516,36,1,1091.51
183,3729,3,4,3736.04
184,3157,50,1,1530.53
185,514,39,3,1337.53
186,1330,27,2,1463.47
187,6386,7,3,3422.91
188,7347,21,5,2304.67
189,7132,25,5,489.05
190,5292,35,3,867.3
191,9360,38,5,4101.37
192,5506,25,3,3520.03
193,3330,20,3,362.97
194,3145,18,4,2008.59
195,2152,3,4,3693.05
196,4423,8,3,4182.85
197,726,27,5,4179.45
198,9255,46,5,4462.57
199,7246,44,2,2033.39
200,9401,15,1,2078.1
201,3215,27,5,4343.07
202,3200,37,1,434.33
203,1969,6,5,3364.36
204,6134,35,1,1916.16
205,8850,32,1,1622.27
206,4909,8,5,2174.14
207,455,18,3,225.15
208,6551,33,5,2332.68
209,1402,27,5,2513.88
210,7145,22,5,2136.0
211,7491,50,2,2395.67
212,9451,46,2,1305.53
213,945,1,5,1655.85
214,9612,16,2,168.87
215,5124,23,5,4624.77
216,8309,34,2,1260.32
217,5441,10,5,3648.13
218,6786,47,1,911.07
219,4892,19,3,788.88
220,1994,39,1,1284.99
221,4434,16,5,1966.0
222,2927,24,5,155.96
223,2447,43,2,149.45
224,7365,22,5,2937.51
225,7587,42,5,2328.57
226,3028,28,4,2905.55
227,4524,22,2,2086.08
228,2975,40,1,1037.02
229,2414,40,1,686.8
230,9887,44,4,980.02
231,8247,45,2,3436.01
232,8765,10,4,782.19
233,936,30,2,3568.76
234,2324,2,3,2297.22
235,7783,8,5,3724.89
236,6616,45,3,4761.69
237,1303,27,5,3457.43
238,8295,18,1,3373.17
239,3817,15,5,3749.19
240,1200,16,3,3798.73
241,7794,23,2,4639.32
242,159,7,5,3747.33
243,603,22,4,4322.74
244,727,44,4,462.35
245,9604,43,1,593.92
246,1407,10,4,3192.41
247,2312,12,1,3758.83
248,4968,6,1,1502.05
249,4692,43,2,989.2
250,2588,23,3,4268.62
251,2295,8,2,1486.46
252,5982,40,3,1279.91
253,3718,41,4,1504.77
254,9129,5,2,848.16
255,7222,30,3,3988.11
256,8718,34,5,3497.04
257,6620,13,2,4916.91
258,4381,27,4,2341.42
259,3209,27,5,833.75
260,3595,37,4,3806.29
261,1437,27,3,4708.47
262,9725,22,2,2278.7
263,7353,32,4,3996.83
264,5407,9,3,645.8
265,1665,40,2,4540.97
266,8812,24,1,4965.43
267,4396,17,1,3219.02
268,9921,24,1,2528.23
269,5913,29,5,1537.07
270,5350,20,4,1980.3
271,7353,22,2,254.84
272,4790,33,2,1371.88
273,9385,42,5,685.7
274,9981,12,4,4374.91
275,4059,27,1,1711.64
276,3290,24,5,3630.34
277,6634,9,4,4290.6
278,3574,33,4,2148.69
279,320,26,5,3247.44
280,9163,48,2,1999.54
281,7824,12,4,2836.96
282,3801,21,2,2513.62
283,1990,23,5,1659.87
284,8732,50,2,4477.42
285,1556,35,4,2966.62
286,8045,30,5,4298.16
287,4558,13,4,2721.26
288,8326,24,3,740.27
289,1043,28,5,4605.6
290,5393,35,5,4454.27
291,7109,10,4,4067.78
292,593,16,3,1350.95
293,2914,17,1,2921.38
294,4273,48,5,1725.66
295,5733,33,2,4404.75
296,4402,37,5,4276.3
297,7099,47,4,2303.02
298,4995,28,3,2596.73
299,6,20,3,1534.14
300,363,33,1,1176.97
301,5016,13,5,4485.55
302,5500,43,4,229.3
303,5099,13,4,746.03
304,7400,24,4,1043.23
305,7588,27,3,3676.56
306,8966,31,2,1775.93
307,4817,4,2,1820.32
308,2178,4,1,3196.7
309,4536,35,2,2695.34
310,3982,23,2,865.25
311,2463,3,5,2030.85
312,7687,8,3,4356.07
313,6353,32,1,1196.16
314,7301,34,4,3020.81
315,3300,20,4,4665.09
316,9562,36,4,1181.56
317,9919,4,1,3972.52
318,6507,31,1,2442.09
319,151,31,1,3861.52
320,2389,44,2,1639.39
321,2464,27,2,1498.78
322,2212,19,3,3866.69
323,9477,47,5,1583.89
324,6915,14,3,1960.69
325,7785,4,5,1145.94
326,8120,16,2,2619.39
327,7210,10,4,4213.59
328,6526,43,1,4045.34
329,2686,40,3,3092.2
330,68,4,3,4325.59
331,3751,28,4,1818.28
332,6859,27,4,1555.44
333,5314,39,1,3854.35
334,9282,23,4,4899.83
335,5419,12,1,4695.85
336,852,49,5,3716.15
337,6309,21,1,2472.42
338,3506,19,1,4928.98
339,407,15,3,1303.34
340,7189,41,1,4336.89
341,4196,43,3,238.31
342,874,22,3,1877.04
343,386,6,4,1293.44
344,2362,29,2,607.54
345,9872,2,2,4204.94
346,8736,5,1,646.01
347,569,32,5,2671.04
348,3881,36,2,4945.35
349,3355,33,2,3641.28
350,5264,28,1,4434.85
351,1900,15,2,1057.87
352,2963,29,1,924.61
353,7124,10,3,2638.07
354,8205,34,4,239.33
355,5034,33,2,644.72
356,9452,8,3,3141.6
357,9811,29,1,3142.38
358,2079,30,2,1126.55
359,185,47,2,4759.86
360,8535,47,2,3831.03
361,8780,18,3,2956.25
362,1218,30,5,4379.84
363,965,19,4,557.75
364,5182,1,3,1021.3
365,4074,23,4,2224.07
366,1287,13,4,3229.92
367,5933,35,3,3511.74
368,4047,46,5,3614.46
369,8833,39,1,3313.35
370,825,37,5,3474.58
371,9601,8,4,2841.28
372,7081,4,2,1800.31
373,1398,46,5,1605.62
374,5836,34,3,3840.23
375,127,12,2,427.08
376,145,8,4,2831.8
377,8234,19,2,909.38
378,3723,24,5,1860.05
379,1873,6,5,855.92
380,1992,36,2,1522.2
381,5485,32,1,2080.47
382,9519,23,3,1222.05
383,8432,38,1,2077.93
384,3460,10,5,4046.38
385,1404,4,1,1485.83
386,3564,14,5,590.02
387,4699,13,5,489.13
388,3324,25,2,4775.96
389,3289,13,2,291.54
390,1485,29,5,667.06
391,991,30,2,3271.53
392,998,32,1,877.48
393,5164,41,1,448.73
394,2095,9,2,3912.42
395,859,46,3,308.39
396,3665,42,4,3953.04
397,4471,44,5,635.85
398,825,10,3,4326.17
399,3540,50,2,2847.76
400,5671,48,2,2846.28
401,4748,18,5,162.23
402,7993,47,1,2717.54
403,7210,13,1,1933.79
404,9308,42,3,2912.2
405,1787,43,4,1772.83
406,7818,40,1,2868.3
407,4787,21,1,3040.06
408,1596,21,5,2843.36
409,8476,4,3,2118.33
410,9910,35,4,2542.85
411,3632,11,1,4841.43
412,6026,40,1,4870.08
413,9033,40,4,3791.21
414,8593,32,1,2844.15
415,8145,7,2,3239.75
416,8237,15,5,1585.01
417,3092,49,3,1055.58
418,7910,50,2,2463.77
419,2777,34,1,3939.14
420,1337,38,1,1364.45
421,1670,30,2,3528.66
422,6438,31,1,4993.11
423,2033,26,4,2719.47
424,4420,18,5,4989.25
425,1328,30,2,582.04
426,7661,37,3,233.77
427,7242,7,1,770.15
428,4823,21,3,3949.23
429,9596,25,1,3272.52
430,2519,33,4,4002.25
431,9925,25,4,3301.2
432,185,30,1,1888.63
433,2419,4,1,3685.44
434,7945,47,3,2801.29
435,225,35,5,249.4
436,1290,37,4,423.33
437,7342,8,5,1774.79
438,3703,2,3,113.93
439,3184,41,5,4122.91
440,5558,39,4,2089.24
441,3559,19,3,4527.13
442,5036,14,3,3648.23
443,3234,7,1,2638.67
444,3077,19,2,2805.44
445,6671,19,3,4106.13
446,6536,9,2,2388.3
447,9265,22,3,4629.19
448,4856,32,1,3640.2
449,4669,3,4,2729.49
450,9267,39,4,3271.92
451,5609,3,2,4000.13
452,2163,30,3,4749.7
453,8811,28,1,2168.52
454,1479,5,2,1235.83
455,5114,7,5,3864.17
456,5986,4,2,2513.23
457,7949,50,1,4440.8
458,3516,2,3,4177.61
459,3772,42,5,3462.82
460,5483,3,1,1013.25
461,1634,34,2,4854.08
462,9957,17,4,3697.98
463,4208,12,4,3445.99
464,1443,8,4,2159.56
465,1976,15,4,2626.19
466,5057,23,4,4903.88
467,9332,12,2,1422.17
468,9837,32,1,4404.27
469,8385,46,3,1079.64
470,7005,31,3,3149.18
471,4954,45,3,4196.56
472,7700,3,3,1603.91
473,5139,9,5,815.01
474,2007,20,1,173.14
475,8562,27,2,2790.3
476,7547,16,1,4679.32
477,5542,48,1,1619.6
478,4781,46,4,3962.98
479,3612,43,2,1419.88
480,1697,19,3,325.39
481,1763,1,5,3023.08
482,7470,20,5,3032.09
483,379,9,4,4415.99
484,9415,47,3,2255.8
485,2436,3,4,2781.49
486,1770,41,5,4215.5
487,5964,20,1,506.15
488,3263,35,5,1707.3
489,1535,23,5,1129.99
490,525,9,2,3959.24
491,473,27,2,2029.3
492,1942,14,3,3191.51
493,8398,28,4,98.18
494,4145,16,5,4864.1
495,4883,34,3,424.69
496,622,23,5,3379.08
497,7710,38,1,3459.14
498,1793,29,4,575.06
499,4201,14,2,2054.74
500,2940,31,4,1372.38
501,293,39,3,2402.06
502,728,37,4,3587.3
503,3464,47,1,1028.42
504,691,13,1,1532.05
505,2882,46,4,2899.87
506,9041,26,2,587.4
507,1746,27,1,50.06
508,6869,5,4,3403.5
509,7375,50,2,925.59
510,5128,47,2,2165.59
511,1648,44,2,3382.14
512,6858,32,1,3285.26
513,5924,17,5,1904.9
514,4184,11,1,3705.91
515,4699,15,3,3633.34
516,6278,24,5,3551.39
517,7016,1,1,2072.51
518,6151,12,5,610.37
519,7819,10,1,4013.37
520,7450,16,4,2243.09
521,8353,35,4,2188.15
522,4558,24,3,1021.03
523,3352,50,4,1908.92
524,525,5,2,2511.34
525,9145,37,3,817.85
526,9535,18,2,1667.12
527,6599,11,1,700.27
528,6237,47,3,3062.5
529,8861,49,5,4254.87
530,708,38,2,4838.23
531,8569,42,1,210.31
532,5581,39,5,3936.26
533,7657,5,4,4565.62
534,4969,50,5,2562.13
535,5374,12,4,1589.19
536,2212,36,4,1169.55
537,4913,3,4,313.07
538,3032,39,5,3525.01
539,5311,41,4,3920.77
540,1812,36,4,2237.69
541,4634,32,4,3477.25
542,1264,19,3,3381.6
543,21,28,5,2061.95
544,1665,6,4,144.49
545,746,13,3,4613.04
546,7516,4,5,2979.82
547,5808,38,5,1740.71
548,4353,37,4,191.38
549,9816,38,2,1088.06
550,9,20,5,131.63
551,8689,47,1,74.64
552,9376,14,3,116.93
553,6656,13,4,1552.79
554,3040,9,5,885.66
555,7392,49,1,1733.15
556,4033,17,4,3009.19
557,5053,8,1,2399.71
558,4574,24,5,4541.99
559,4546,7,4,4914.93
560,5927,42,4,4652.48
561,3997,15,2,3673.35
562,5799,27,2,3550.79
563,9087,30,1,1383.28
564,2439,41,2,2304.32
565,5961,31,5,1366.26
566,6781,21,3,1072.07
567,7595,31,5,1346.05
568,9744,44,2,4547.27
569,9793,17,2,1806.61
570,582,45,3,1405.7
571,767,37,3,4493.57
572,4041,27,1,4002.3
573,8597,27,1,2267.65
574,9932,8,4,3364.95
575,7454,30,5,2794.47
576,181,31,1,4461.29
577,2565,48,5,2850.41
578,5799,7,2,3646.41
579,3142,16,4,636.42
580,2952,30,5,160.72
581,894,14,2,2579.35
582,7113,38,3,3280.85
583,9416,8,1,3460.72
584,3347,43,1,2142.38
585,2666,45,4,321.29
586,849,3,5,752.34
587,3497,34,5,3266.11
588,4900,12,3,952.6
589,3037,37,4,1559.7
590,2075,25,1,317.81
591,3330,8,1,2558.63
592,3729,42,2,1668.46
593,7296,37,2,666.92
594,7924,47,3,1876.12
595,2233,35,4,1299.16
596,7296,31,5,1542.02
597,1365,12,5,4034.95
598,4635,36,4,4365.15
599,7910,49,5,515.5
600,8267,13,4,1481.2
601,9043,20,3,3320.94
602,7350,8,4,1151.28
603,2682,13,2,3258.34
604,3967,1,2,3652.48
605,7829,14,2,521.27
606,9759,2,4,897.43
607,4259,6,2,3262.09
608,9699,8,2,527.06
609,107,37,4,970.88
610,9516,19,5,2361.51
611,5853,23,1,2072.21
612,2380,6,3,1988.52
613,8021,45,1,1414.34
614,4470,10,3,906.59
615,716,11,1,2527.13
616,3883,49,3,1795.4
617,9726,4,4,1874.29
618,4310,27,5,3217.1
619,1306,50,5,2827.4
620,1885,40,5,4132.72
621,7130,50,1,4923.9
622,8567,30,5,2371.42
623,4766,30,5,2584.56
624,1748,44,4,3185.27
625,8539,50,1,4391.68
626,9881,31,3,2668.7
627,8362,17,5,3955.82
628,6857,25,4,3234.9
629,1558,10,1,396.84
630,1398,32,1,4096.29
631,2068,49,2,1368.52
632,3754,43,4,4579.8
633,27,4,1,4805.0
634,7391,38,4,3733.29
635,1486,45,3,4251.58
636,8768,31,4,1629.89
637,102,25,5,2755.54
638,189,17,5,2922.68
639,4455,22,5,4217.87
640,2698,36,2,2818.09
641,8005,10,5,4907.95
642,8524,31,3,2104.69
643,5316,30,4,1776.36
644,4115,19,4,3391.13
645,2191,19,3,3272.65
646,7287,23,1,4459.59
647,4661,36,3,2686.22
648,4436,10,1,3248.56
649,3390,32,5,2439.53
650,8682,48,2,1919.4
651,687,9,3,4741.48
652,4246,3,3,2619.94
653,6026,46,5,3289.72
654,2009,1,5,2476.18
655,7754,44,4,3803.71
656,7315,7,1,1530.84
657,4204,43,5,1444.93
658,1317,49,3,3622.95
659,2308,45,3,1122.94
660,1631,48,1,3723.83
661,5291,11,5,4271.28
662,6201,24,2,2241.92
663,3270,5,1,1854.01
664,5044,13,5,1888.24
665,6613,36,3,1313.74
666,7255,10,2,3794.86
667,2488,49,4,1028.61
668,1890,9,5,3643.04
669,7052,46,4,1094.54
670,8396,11,1,1299.5
671,1725,36,2,3152.82
672,1694,3,3,2672.67
673,7911,26,3,3290.9
674,9961,43,4,4681.12
675,2023,30,1,459.41
676,6552,25,1,3686.36
677,9583,16,4,333.68
678,2772,46,1,404.36
679,2569,39,5,2969.58
680,2950,32,3,1588.0
681,4334,48,1,4293.81
682,2816,35,2,4863.01
683,1958,5,4,1252.26
684,7438,23,4,2076.27
685,9892,48,2,3953.95
686,7137,39,2,4758.37
687,369,21,1,3921.21
688,3106,12,1,2896.69
689,3433,48,1,3974.07
690,6001,38,3,693.35
691,9624,18,3,4124.89
692,1474,28,1,333.23
693,6566,2,4,1510.35
694,3520,36,4,2539.02
695,8570,28,5,1410.38
696,1521,16,2,3114.08
697,3737,48,1,4894.22
698,7000,38,4,275.19
699,9792,14,3,178.16
700,5569,49,4,2960.36
701,7028,5,4,2768.57
702,5900,32,5,4649.27
703,7179,50,4,2201.83
704,8337,40,1,4554.11
705,1391,1,1,2425.67
706,9592,41,5,2714.8
707,251,20,2,4201.93
708,5881,36,3,2585.68
709,9415,10,5,265.07
710,7696,3,2,865.16
711,4113,4,2,917.77
712,3733,19,4,772.67
713,986,3,3,163.19
714,1262,14,3,1386.65
715,5433,6,2,2138.79
716,217,23,2,2150.68
717,7067,42,4,2375.35
718,7127,27,3,1235.02
719,3064,27,1,3855.79
720,4191,21,5,1488.93
721,5872,11,3,3261.96
722,5996,32,4,4751.08
723,7107,8,3,4245.35
724,8573,41,2,1305.39
725,4368,13,4,1651.97
726,7933,27,1,939.47
727,8567,49,5,95.35
728,3008,4,1,3660.69
729,9791,6,5,2035.14
730,4289,22,4,201.63
731,1020,35,4,3173.24
732,442,18,3,4116.31
733,4696,44,1,1481.37
734,3751,31,4,2072.16
735,7418,22,5,4785.0
736,1454,29,3,448.62
737,701,5,5,1263.23
738,2267,13,1,1908.95
739,608,15,2,4293.6
740,9911,22,5,4594.09
741,159,25,5,1660.75
742,6868,25,4,2832.05
743,5188,16,3,3832.68
744,1547,39,3,2901.66
745,1024,2,3,1352.77
746,444,33,3,2368.58
747,3404,39,1,1529.05
748,9388,29,2,4511.83
749,9066,20,4,4862.97
750,2808,31,5,4177.58
751,42,13,4,2727.55
752,4832,42,1,2532.68
753,8788,49,3,4558.64
754,4162,25,4,2331.67
755,5649,22,3,4932.01
756,500,7,4,3455.9
757,6892,23,2,867.83
758,8279,24,3,170.24
759,4672,41,1,4985.78
760,8486,40,1,2498.15
761,4397,20,4,2842.26
762,6752,25,2,1409.05
763,4243,4,1,4465.19
764,9408,43,4,869.63
765,8723,45,3,67.51
766,5244,46,5,2185.64
767,9452,38,2,3033.24
768,401,29,3,384.7
769,6192,3,1,699.87
770,1226,40,2,4593.92
771,220,44,2,899.9
772,1664,37,3,1217.77
773,1617,50,1,3480.97
774,3608,29,4,4840.59
775,1394,30,4,3751.55
776,5648,28,2,4491.64
777,1581,49,1,1108.43
778,1007,10,5,481.47
779,1474,28,4,4608.96
780,7365,46,3,3795.25
781,6637,25,2,4476.95
782,4467,3,2,3815.54
783,7782,37,4,1823.67
784,7038,20,2,2986.67
785,4006,45,1,464.85
786,8681,3,3,2557.68
787,3295,33,1,2737.1
788,879,34,3,2426.73
789,6363,22,3,4039.89
790,1246,16,5,200.26
791,3621,10,4,2061.44
792,1518,11,4,3651.94
793,8498,14,3,552.65
794,2006,19,5,4865.45
795,9128,21,1,4302.41
796,8879,5,3,3185.86
797,1325,48,2,309.41
798,4414,7,3,4864.67
799,4072,7,4,245.63
800,7633,48,3,431.38
801,3175,25,3,469.25
802,7846,17,1,3148.11
803,3260,13,4,3185.85
804,3803,22,3,2393.91
805,6758,40,5,1534.38
806,5145,49,3,2202.92
807,7945,41,3,3427.62
808,2292,35,2,2675.06
809,6882,9,4,2375.43
810,1022,25,2,2376.11
811,4466,4,5,2612.29
812,1269,4,4,4743.97
813,1756,41,4,4505.81
814,531,47,3,2602.81
815,7312,34,2,1378.72
816,8355,24,4,1188.44
817,6585,48,5,932.5
818,3121,35,1,2148.44
819,21,37,3,4770.26
820,9350,18,4,2746.53
821,291,25,4,4363.69
822,9245,38,2,2401.45
823,7594,28,5,287.14
824,4402,13,4,1864.46
825,77,38,1,2671.22
826,2632,21,1,3991.39
827,5658,48,2,980.25
828,8508,7,4,4912.21
829,8966,36,5,1119.08
830,3043,22,1,4083.89
831,9807,17,2,2849.85
832,3999,27,4,3999.27
833,9933,3,5,4404.63
834,7671,39,4,1378.12
835,4661,28,1,4641.86
836,5397,20,3,3064.74
837,4158,15,1,1624.9
838,8363,30,5,338.66
839,1660,25,1,689.44
840,7777,8,1,1144.55
841,5051,30,3,1828.11
842,7259,7,3,3072.5
843,7770,29,4,4746.19
844,9168,9,5,3596.87
845,8486,40,4,4241.54
846,1284,38,1,105.77
847,9568,12,4,2350.34
848,2556,9,5,2922.85
849,793,11,3,205.59
850,4975,33,5,3320.13
851,8788,19,4,752.45
852,7478,49,1,1373.02
853,6075,40,4,1336.59
854,1472,36,3,2734.16
855,6122,44,2,673.57
856,7242,15,5,2588.97
857,5529,17,2,1471.67
858,9899,39,2,689.29
859,5298,10,2,2060.98
860,6733,8,1,4796.91
861,8696,22,2,1231.25
862,1650,27,5,3226.91
863,5240,20,3,1492.71
864,2649,33,4,679.47
865,9897,46,1,1793.2
866,4970,11,4,4105.38
867,698,45,1,1528.28
868,5150,44,1,3456.05
869,6736,22,1,428.06
870,1837,41,5,1785.43
871,5903,50,3,2009.24
872,4072,47,4,3764.26
873,3529,47,2,3388.86
874,5376,44,1,2322.91
875,7770,26,1,2557.94
876,2823,43,4,3710.07
877,2512,14,4,2169.73
878,3291,35,5,398.19
879,8365,14,3,2115.1
880,2490,7,5,1400.1
881,350,49,3,4724.21
882,9799,47,2,2915.25
883,4211,49,4,3059.28
884,3097,39,2,2061.17
885,4478,25,5,3122.56
886,1982,15,5,3804.14
887,5185,43,1,3952.51
888,9679,11,5,2533.05
889,8503,8,1,1265.66
890,3112,24,4,2759.31
891,8109,40,5,4054.5
892,1022,26,2,920.7
893,159,38,1,4501.51
894,9225,25,3,2228.04
895,474,14,4,719.06
896,1036,13,5,2476.55
897,5111,1,1,3052.49
898,7963,22,3,3003.82
899,8189,11,4,264.07
900,4170,12,2,2125.04
901,7072,1,5,1987.88
902,8978,36,4,1034.83
903,2014,36,3,1439.79
904,2062,50,4,474.25
905,8734,42,5,1270.39
906,6675,5,3,162.78
907,2712,8,2,1566.01
908,1444,36,3,3597.77
909,6459,3,4,2524.94
910,6300,49,3,3602.72
911,1676,6,5,3405.19
912,9758,30,4,3615.62
913,7215,37,4,3200.99
914,6256,43,4,684.65
915,3197,17,4,3678.83
916,5428,17,1,1466.03
917,7870,4,2,3475.98
918,6910,50,4,4810.14
919,9447,1,3,3097.11
920,3797,14,5,1849.21
921,3074,42,1,4619.61
922,3053,32,3,3635.48
923,8497,18,5,3738.82
924,9178,18,3,1963.47
925,7595,47,2,4389.14
926,8005,42,3,2804.71
927,6094,31,4,230.63
928,2530,43,2,3252.48
929,898,48,1,3214.02
930,156,31,4,1983.01
931,870,38,3,3150.45
932,7270,40,4,584.98
933,1146,29,3,604.8
934,6590,37,4,1349.93
935,4185,44,4,3755.6
936,7365,15,5,3495.38
937,5878,29,1,2048.04
938,9228,23,2,2540.3
939,6879,35,1,2851.83
940,2908,29,3,396.52
941,7125,11,1,1105.0
942,4972,49,2,791.46
943,9362,36,5,1558.74
944,9274,37,3,3676.84
945,1800,20,3,2555.5
946,6116,13,4,3962.03
947,6203,30,5,4011.98
948,8247,21,2,1309.18
949,4629,39,2,2465.74
950,8471,13,5,3907.1
951,168,30,2,2788.82
952,9478,8,5,2425.96
953,1239,36,5,3629.79
954,2856,19,5,2493.44
955,9170,37,4,3030.53
956,8451,24,5,4056.97
957,1793,39,5,996.31
958,2434,49,5,2121.82
959,4767,22,4,2862.12
960,7797,29,5,1167.38
961,7638,27,4,238.93
962,9186,43,4,664.66
963,6977,37,5,1933.43
964,8288,10,3,1735.28
965,5391,20,4,803.39
966,1465,3,4,4579.15
967,2810,38,3,4048.67
968,7367,10,4,2654.99
969,7669,17,4,2296.61
970,198,40,5,2899.67
971,2237,31,1,2875.73
972,9490,3,4,1398.87
973,9379,39,5,4964.13
974,2186,47,5,1017.76
975,4137,26,1,411.26
976,6674,11,1,3539.92
977,7774,50,5,90.23
978,3587,2,4,2598.75
979,5124,30,2,2117.93
980,973,40,3,265.19
981,8544,43,4,4561.47
982,7436,18,1,1413.97
983,9495,38,5,3349.81
984,7526,9,4,1616.39
985,5572,6,1,1372.26
986,1392,4,5,3245.5
987,6502,21,1,1413.75
988,4162,15,5,1172.21
989,7797,13,1,404.08
990,854,38,1,3659.52
991,5437,27,3,3064.56
992,9721,14,5,729.39
993,6806,9,2,4858.65
994,9050,49,4,2723.93
995,1371,27,3,4271.01
996,1586,23,3,2237.89
997,6916,30,1,3237.64
998,6704,29,5,4994.14
999,98,11,1,1345.47
1000,7166,14,2,3809.67
1001,5721,12,3,2696.66
1002,7301,10,4,3192.16
1003,8437,14,4,2480.64
1004,1269,45,3,3105.02
1005,7765,34,5,4022.65
1006,7438,1,2,2177.83
1007,1006,48,1,1508.61
1008,502,38,3,1596.04
1009,3995,45,4,1505.18
1010,4142,48,1,4772.28
1011,3063,15,4,2808.02
1012,9299,16,1,3446.46
1013,9983,17,2,3501.06
1014,3717,22,3,1289.71
1015,6615,47,1,903.0
